ControlID,Domain,DomainCode,ControlTitle,ControlDescription,Question,RequiredEvidence,EvidenceItems,Status,Owner,Frequency,ScoreNumeric,Weight,Notes,SourceRef,Tags,UpdatedAt,DocControlId,ComplianceStatus,Criticality,Observations,Gaps,References,EvidenceCount,AvailableEvidenceCount,EvidenceArtifacts,EvidenceLastCollected,ExcelControlId,MCSBMapping,CISMapping,NISTMapping,PCIDSSMapping,CSACCMMapping,IANSMapping,RiskSeverity,ImplementationGap
SEC-DEV-0005,DevOps security,DEV,Integrate dynamic application security testing into DevOps pipeline,"Ensure dynamic application security testing (DAST) are part of the gating controls in the CI/CD workflow. The gating can be set based on the testing results to prevent vulnerability from building into the packages or deploying into the production.

Integrate DAST into your pipeline so the runtime application can be tested automatically in your CI/CD workflow set in Azure DevOps or GitHub. The automated penetration testing (with manual assisted validation) should also be part of the DAST.

Azure DevOps Pipeline or GitHub supports the integration of third-party DAST tools into the CI/CD workflow.","1. Are DAST scans executed as part of release pipelines (e.g., OWASP ZAP, Web Security
Scanner)?
2. Are runtime application endpoints tested pre-production?
3. Are DAST results used as gating criteria for deployment approvals?","1. Azure DevOps release pipeline logs showing DAST scan job execution.
2. GitHub Actions workflows with DAST tool integrations.
3. Stored DAST reports in artifact storage or dashboards.",Azure DevOps release pipeline logs showing DAST scan job execution | GitHub Actions workflows with DAST tool integrations | Stored DAST reports in artifact storage or dashboards,Complete,,,100,0.85,Observations: Veracode is used as DAST tool.,Excel=CSF-AZ-DOS-05 | MCSB=DS-5 | DocID=DS-5 | CIS=16.12 | NIST=SA-11,"CIS:16.12; NIST:SA-11; PCI:6.3, 6.5; CSA:AIS-03; DocStatus:Compliant",2025-11-11T17:51:32.035526+00:00,DS-5,Compliant,High,Veracode is used as DAST tool.,,Meeting Notes,3,,,,CSF-AZ-DOS-05,DS-5,16.12,SA-11,"6.3, 6.5",AIS-03,,,
SEC-DEV-0006,DevOps security,DEV,Enforce security of workload throughout DevOps lifecycle,"Ensure the workload is secured throughout the entire lifecycle in development, testing, and deployment stage. Use Microsoft Cloud Security Benchmark to evaluate the controls (such as network security, identity management, privileged access and so on) that can be set as guardrails by default or shift left prior to the deployment stage. In particular, ensure the following controls are in place in your DevOps process:- Automate the deployment by using Azure or third-party tooling in the CI/CD workflow, infrastructure management (infrastructure as code), and testing to reduce human error and attack surface.

Ensure VMs, container images and other artifacts are secure from malicious manipulation.
Scan the workload artifacts (in other words, container images, dependencies, SAST and DAST scans) prior to the deployment in the CI/CD workflow
Deploy vulnerability assessment and threat detection capability into the production environment and continuously use these capabilities in the run-time.

Guidance for Azure VMs:

Use Azure Shared Image Gallery to share and control access to your images by different users, service principals, or AD groups within your organization. Use Azure role-based access control (Azure RBAC) to ensure that only authorized users can access your custom images.
Define the secure configuration baselines for the VMs to eliminate unnecessary credentials, permissions, and packages. Deploy and enforce configuration baselines through custom images, Azure Resource Manager templates, and/or Azure Policy guest configuration.
Guidance for Azure container services:

Use Azure Container Registry (ACR) to create your private container registry where granular access can be restricted through Azure RBAC, so only authorized services and accounts can access the containers in the private registry.
Use Defender for Containers for vulnerability assessment of the images in your private Azure Container Registry. In addition, you can use Microsoft Defender for Cloud to integrate the container image scans as part of your CI/CD workflows.
For Azure serverless services, adopt similar controls to ensure security controls ""shift-left"" to the stage prior to deployment.","1. Are VM/container images hardened with baseline configs (Shared Image Gallery, Azure Policy)?
2. Are container/VM images continuously scanned in runtime with Defender for
Containers/Defender for Cloud?
3. Is laC (Terraform/ARM/Bicep) security scanning enabled pre-deployment?
4. Are runtime threat detection alerts monitored in Sentinel/Defender?","1. Shared Image Gallery/ACR access logs.
2. Defender for Cloud ""Container image vulnerabilities"" reports.
3. laC security scan logs (Checkov, Bicep linter, Azure DevOps Security DevOps extension).
4. Sentinel incident logs from Defender for Cloud signals.","Shared Image Gallery/ACR access logs | Defender for Cloud ""Container image vulnerabilities"" reports | laC security scan logs (Checkov, Bicep linter, Azure DevOps Security DevOps extension) | Sentinel incident logs from Defender for Cloud signals",Complete,,,100,0.85,"Observations: Wiz is used for the IaC scanning. Veracode is used for SAST, SCA, DAST","Excel=CSF-AZ-DOS-06 | MCSB=DS-6 | DocID=DS-6 | CIS=7.5, 7.6, 7.7, 16.1, 16.7 | NIST=CM-2, CM-6, AC-2, AC-3, AC-6","CIS:7.5, 7.6, 7.7, 16.1, 16.7; NIST:CM-2, CM-6, AC-2, AC-3, AC-6; PCI:6.1, 6.2, 6.3; CSA:IVS-08; DocStatus:Compliant",2025-11-11T17:51:32.035526+00:00,DS-6,Compliant,High,"Wiz is used for the IaC scanning. Veracode is used for SAST, SCA, DAST",,Meeting Notes,4,,,,CSF-AZ-DOS-06,DS-6,"7.5, 7.6, 7.7, 16.1, 16.7","CM-2, CM-6, AC-2, AC-3, AC-6","6.1, 6.2, 6.3",IVS-08,,,
SEC-DEV-0007,DevOps security,DEV,Enable logging and monitoring in DevOps,"Ensure your logging and monitoring scope includes non-production environments and CI/CD workflow elements used in DevOps (and any other development processes). The vulnerabilities and threats targeting these environments can introduce significant risks to your production environment if they are not monitored properly. The events from the CI/CD build, test and deployment workflow should also be monitored to identify any deviations in the CI/CD workflow jobs.

Enable and configure the audit logging capabilities in non-production and CI/CD tooling environments (such as Azure DevOps and GitHub) used throughout the DevOps process.

The events generated from Azure DevOps and the GitHub CI/CD workflow, including the build, test and deployment jobs, should also be monitored to identify any anomalous results.

Ingest the above logs and events into Microsoft Sentinel or other SIEM tools through a logging stream or API to ensure the security incidents are properly monitored and triaged for handling.","1. Are Azure DevOps and GitHub audit logs enabled and exported to Sentinel/Log Analytics?
2. Are CI/CD pipeline events (build, test, deploy) monitored for anomalies?
3. Are alerts generated for suspicious activities in DevOps environments?
4. Are logs from self-hosted build agents centralized in SIEM?","1. Azure DevOps audit streaming config ( az devops audit-log list -- org <org> ).
2. GitHub org audit log export.
3. Sentinel analytics rules monitoring DevOps logs.
4. Log Analytics queries for CI/CD job anomalies.",Azure DevOps audit streaming config ( az devops audit-log list -- org <org> ) | GitHub org audit log export | Sentinel analytics rules monitoring DevOps logs | Log Analytics queries for CI/CD job anomalies,NotStarted,,,0,0.85,,"Excel=CSF-AZ-DOS-07 | MCSB=DS-7 | DocID=DS-7 | CIS=8.2, 8.5, 8.9, 8.11 | NIST=AU-3, AU-6, AU-12, SI-4","CIS:8.2, 8.5, 8.9, 8.11; NIST:AU-3, AU-6, AU-12, SI-4; PCI:10.1, 10.2, 10.3, 10.6; CSA:LOG-04; DocStatus:Non-Compliant",2025-11-11T17:51:32.035526+00:00,DS-7,Non-Compliant,High,,,,4,,,,CSF-AZ-DOS-07,DS-7,"8.2, 8.5, 8.9, 8.11","AU-3, AU-6, AU-12, SI-4","10.1, 10.2, 10.3, 10.6",LOG-04,,,
SEC-END-0001,Endpoint security,END,Use Endpoint Detection and Response (EDR),"Enable Endpoint Detection and Response (EDR) capabilities for VMs and integrate with SIEM and security operations processes.

Microsoft Defender for servers (with Microsoft Defender for Endpoint integrated) provides EDR capability to prevent, detect, investigate, and respond to advanced threats.

Use Microsoft Defender for Cloud to deploy Microsoft Defender for servers on your endpoints and integrate the alerts to your SIEM solution such as Microsoft Sentinel.","1. Are all Azure VMs onboarded to Microsoft Defender for Servers (with Defender for Endpoint)?
2. Are EDR alerts integrated into Microsoft Sentinel or SIEM for investigation?
3. Is coverage monitored to ensure no VM or server is excluded from EDR deployment?","1. Defender for Cloud ""EDR coverage"" compliance report ( az security assessment list -- query ""[?name == 'microsoft.security/edrMonitoring']"" ).
2. List of onboarded machines in Microsoft Defender for Endpoint ( Get-MpComputerStatus or Defender API export).
3. Microsoft Sentinel connector configuration logs showing Defender for Endpoint integration.","Defender for Cloud ""EDR coverage"" compliance report ( az security assessment list -- query ""[?name == 'microsoft.security/edrMonitoring']"" ) | List of onboarded machines in Microsoft Defender for Endpoint ( Get-MpComputerStatus or Defender API export) | Microsoft Sentinel connector configuration logs showing Defender for Endpoint integration",Complete,,,100,0.85,Observations: Currently there are no VM’s planned for the workload and assuming that CrowdStrike EDR Managed services will take care of Cloud VM’s,"Excel=CSF-AZ-EPS-01 | MCSB=ES-1 | DocID=ES-1 | CIS=3.7 | NIST=SC-3, SI-2, SI-3, SI-16","CIS:3.7; NIST:SC-3, SI-2, SI-3, SI-16; PCI:11.5; CSA:UEM-04; DocStatus:Compliant",2025-11-11T17:51:32.035526+00:00,ES-1,Compliant,High,Currently there are no VM’s planned for the workload and assuming that CrowdStrike EDR Managed services will take care of Cloud VM’s,,Meeting notes,3,,,,CSF-AZ-EPS-01,ES-1,3.7,"SC-3, SI-2, SI-3, SI-16",11.5,UEM-04,,,
SEC-END-0002,Endpoint security,END,Use modern anti-malware software,"Use anti-malware solutions (also known as endpoint protection) capable of real-time protection and periodic scanning.

Microsoft Defender for Cloud can automatically identify the use of a number of popular anti-malware solutions for your virtual machines and on-premises machines with Azure Arc configured and report the endpoint protection running status and make recommendations.

Microsoft Defender Antivirus is the default anti-malware solution for Windows server 2016 and above. For Windows server 2012 R2, use Microsoft Antimalware extension to enable SCEP (System Center Endpoint Protection). For Linux VMs, use Microsoft Defender for Endpoint on Linux for the endpoint protection feature.

For both Windows and Linux, you can use Microsoft Defender for Cloud to discover and assess the health status of the anti-malware solution.","1. Is Microsoft Defender Antivirus (Windows) or Defender for Endpoint (Linux) enabled on all VMs?
2. Are third-party anti-malware solutions detected and health-monitored in Defender for Cloud?
3. Are periodic scans and real-time protection enabled across all workloads?","1. Defender for Cloud ""Endpoint Protection Not Installed/Not Healthy"" recommendations ( az security assessment-metadata list -- query ""[?contains(name, 'endpoint')]"" ).
2. VM extension status for Microsoft Antimalware ( az vm extension list -- name IaaS Antimalware ).
3. Anti-malware health logs from Log Analytics workspace ( Heartbeat | where Solution contains ""Antimalware"" ).","Defender for Cloud ""Endpoint Protection Not Installed/Not Healthy"" recommendations ( az security assessment-metadata list -- query ""[?contains(name, 'endpoint')]"" ) | VM extension status for Microsoft Antimalware ( az vm extension list -- name IaaS Antimalware ) | Anti-malware health logs from Log Analytics workspace ( Heartbeat | where Solution contains ""Antimalware"" )",Complete,,,100,0.85,Observations: Currently there are no VM’s planned for the workload and assuming that CrowdStrike EDR Managed services will take care of Cloud VM’s,"Excel=CSF-AZ-EPS-02 | MCSB=ES-2 | DocID=ES-2 | CIS=10.1 | NIST=SC-3, SI-2, SI-3, SI-16","CIS:10.1; NIST:SC-3, SI-2, SI-3, SI-16; PCI:5.1; CSA:UEM-01; DocStatus:Compliant",2025-11-11T17:51:32.035526+00:00,ES-2,Compliant,High,Currently there are no VM’s planned for the workload and assuming that CrowdStrike EDR Managed services will take care of Cloud VM’s,,Meeting notes,3,,,,CSF-AZ-EPS-02,ES-2,10.1,"SC-3, SI-2, SI-3, SI-16",5.1,UEM-01,,,
SEC-END-0003,Endpoint security,END,Ensure anti-malware software and signatures are updated,"Ensure anti-malware signatures are updated rapidly and consistently for the anti-malware solution.

Follow recommendations in Microsoft Defender for Cloud to keep all endpoints up to date with the latest signatures. Microsoft Antimalware (for Windows) and Microsoft Defender for Endpoint (for Linux) will automatically install the latest signatures and engine updates by default.

For third-party solutions, ensure the signatures are updated in the third-party anti-malware solution.","1. Are malware signatures automatically updated on all Windows/Linux endpoints?
2. Are update failures (out-of-date signatures) flagged in Defender for Cloud?
3. Are signature update events logged and auditable for compliance?","1. Defender for Cloud assessment for ""Endpoint protection should be up-to-date"" ( az security assessment list -- query ""[?name == 'microsoft.security/antimalwareUpToDate']"" ).
2. Windows update logs ( Get-MpSignature for Defender AV).
3. Linux signature status logs ( mdatp health -- field definitions_updated ).
4. Log Analytics query on update events ( SecurityBaseline | where RecommendationName contains 'Antimalware signature' ).","Defender for Cloud assessment for ""Endpoint protection should be up-to-date"" ( az security assessment list -- query ""[?name == 'microsoft.security/antimalwareUpToDate']"" ) | Windows update logs ( Get-MpSignature for Defender AV) | Linux signature status logs ( mdatp health -- field definitions_updated ) | Log Analytics query on update events ( SecurityBaseline | where RecommendationName contains 'Antimalware signature' )",Complete,,,100,0.85,Observations: Currently there are no VM’s planned for the workload and assuming that CrowdStrike EDR Managed services will take care of Cloud VM’s,"Excel=CSF-AZ-EPS-03 | MCSB=ES-3 | DocID=ES-3 | CIS=10.2 | NIST=SI-2, SI-3","CIS:10.2; NIST:SI-2, SI-3; PCI:5.2; CSA:UEM-02; DocStatus:Compliant",2025-11-11T17:51:32.035526+00:00,ES-3,Compliant,High,Currently there are no VM’s planned for the workload and assuming that CrowdStrike EDR Managed services will take care of Cloud VM’s,,Meeting notes,4,,,,CSF-AZ-EPS-03,ES-3,10.2,"SI-2, SI-3",5.2,UEM-02,,,
SEC-GOV-0001,Governance and strategy,GOV,"Align organization roles, responsibilities and accountabilities","Ensure that you define and communicate a clear strategy for roles and responsibilities in your security organization. Prioritize providing clear accountability for security decisions, educate everyone on the shared responsibility model, and educate technical teams on technology to secure the cloud.

-","1. Have cloud security roles and responsibilities been formally documented and approved?
2. Are responsibilities aligned to Azure RBAC roles at tenant, subscription, and resource
levels?
3. Is accountability reviewed periodically (e.g., during access reviews)?","1. Azure AD role assignments export ( az role assignment list ).
2. Security org chart with role-to-Azure-role mapping.
3. Access review reports from Azure AD Identity Governance.",Azure AD role assignments export ( az role assignment list ) | Security org chart with role-to-Azure-role mapping | Access review reports from Azure AD Identity Governance,Complete,,,100,0.85,"Observations: Relevant Security roles , responsibilities , third-party security teams , change management controls exists","Excel=CSF-AZ-GS-01 | MCSB=GS-1 | DocID=GS-1 | CIS=14.9 | NIST=PL-9, PM-10, PM-13, AT-1, AT-3","CIS:14.9; NIST:PL-9, PM-10, PM-13, AT-1, AT-3; PCI:2.4; CSA:GRC-01; DocStatus:Compliant",2025-11-11T17:51:32.035526+00:00,GS-1,Compliant,High,"Relevant Security roles , responsibilities , third-party security teams , change management controls exists",,https://Internal Knowledge Base/wiki/Tech:Cyber_Security#Roles.2C_Responsibilities.2C_and_Authorities_.28GV.RR.29,3,,,,CSF-AZ-GS-01,GS-1,14.9,"PL-9, PM-10, PM-13, AT-1, AT-3",2.4,GRC-01,,,
SEC-GOV-0002,Governance and strategy,GOV,Define and implement enterprise segmentation/separation of duties strategy,"Establish an enterprise-wide strategy to segment access to assets using a combination of identity, network, application, subscription, management group, and other controls.

Carefully balance the need for security separation with the need to enable daily operation of the systems that need to communicate with each other and access data.

Ensure that the segmentation strategy is implemented consistently in the workload, including network security, identity and access models, and application permission/access models, and human process controls.","1. Is separation of duties enforced across management groups, subscriptions, and RBAC roles?
2. Are privileged functions (e.g., key management, identity admin) split across different
3. Is network/service segmentation aligned with enterprise security strategy?","1. RBAC role assignment exports ( az role assignment list -- all ).
2. Azure Policy enforcing subscription/management group segmentation.
3. Network topology/segmentation diagrams from Azure Resource Graph queries.",RBAC role assignment exports ( az role assignment list -- all ) | Azure Policy enforcing subscription/management group segmentation | Network topology/segmentation diagrams from Azure Resource Graph queries,InProgress,,,60,0.85,"Observations: Governance policy PR.AC-4: Access permissions are managed, incorporating the principles of least privilege and separation of duties

Separation of Duties (SoD): SoD is considered and implemented through the RBAC model, but there is no formal SoD program in place to actively monitor for toxic combinations.

RBAC alone lacks formal toxic combination controls, missing structured SoD enforcement and defined role conflict resolution mechanisms. Toxic combinations expose critical systems to misuse, bypass controls, and violate least privilege, increasing risk of fraud or breaches.","Excel=CSF-AZ-GS-02 | MCSB=GS-2 | DocID=GS-2 | CIS=3.12 | NIST=AC-4, SC-7, SC-2","CIS:3.12; NIST:AC-4, SC-7, SC-2; PCI:1.2, 6.4; CSA:IAM-10; DocStatus:Partial Compliant",2025-11-11T17:51:32.035526+00:00,GS-2,Partial Compliant,High,"Governance policy PR.AC-4: Access permissions are managed, incorporating the principles of least privilege and separation of duties

Separation of Duties (SoD): SoD is considered and implemented through the RBAC model, but there is no formal SoD program in place to actively monitor for toxic combinations.

RBAC alone lacks formal toxic combination controls, missing structured SoD enforcement and defined role conflict resolution mechanisms. Toxic combinations expose critical systems to misuse, bypass controls, and violate least privilege, increasing risk of fraud or breaches.",,Meeting Notes,3,,,,CSF-AZ-GS-02,GS-2,3.12,"AC-4, SC-7, SC-2","1.2, 6.4",IAM-10,,,
SEC-GOV-0003,Governance and strategy,GOV,Define and implement data protection strategy,"Establish an enterprise-wide strategy for data protection in your cloud environment:

Define and apply the data classification and protection standard in accordance with the enterprise data management standard and regulatory compliance to dictate the security controls required for each level of the data classification.
Set up your cloud resource management hierarchy aligned to the enterprise segmentation strategy. The enterprise segmentation strategy should also be informed by the location of sensitive or business critical data and systems.
Define and apply the applicable zero-trust principles in your cloud environment to avoid implementing trust based on network location within a perimeter. Instead, use device and user trust claims to gate access to data and resources.
Track and minimize the sensitive data footprint (storage, transmission, and processing) across the enterprise to reduce the attack surface and data protection cost. Consider techniques such as one-way hashing, truncation, and tokenization in the workload where possible, to avoid storing and transmitting sensitive data in its original form.
Ensure you have a full lifecycle control strategy to provide security assurance of the data and access keys.","1. Are all data services (storage, DBs, disks) encrypted at rest (PMK/CMK)?
2. Is encryption in transit (TLS 1.2+) enforced for data flows?
3. Are sensitive data types classified and labeled?","1. Azure Policy compliance export for encryption-at-rest ( az security assessment list ).
2. Storage/DB encryption config ( az storage account show -- query encryption, az sql db show -- query encryptionProtector ).
3. Microsoft Purview classification/labelling report export.","Azure Policy compliance export for encryption-at-rest ( az security assessment list ) | Storage/DB encryption config ( az storage account show -- query encryption, az sql db show -- query encryptionProtector ) | Microsoft Purview classification/labelling report export",NotStarted,,,0,0.85,Observations: Formalization of Enterprise data governance strategy and implementation is not complete and planned with Purview(early stages),"Excel=CSF-AZ-GS-03 | MCSB=GS-3 | DocID=GS-3 | CIS=3.1, 3.7, 3.12 | NIST=AC-4, SI-4, SC-8, SC-12, SC-17, SC-28, RA-2","CIS:3.1, 3.7, 3.12; NIST:AC-4, SI-4, SC-8, SC-12, SC-17, SC-28, RA-2; PCI:3.1, 3.2, 3.3, 3.4, 3.5, 3.6, 3.7, 4.1, A3.2; CSA:DSP-01; DocStatus:Partial-Compliant",2025-11-11T17:51:32.035526+00:00,GS-3,Partial-Compliant,High,Formalization of Enterprise data governance strategy and implementation is not complete and planned with Purview(early stages),,,3,,,,CSF-AZ-GS-03,GS-3,"3.1, 3.7, 3.12","AC-4, SI-4, SC-8, SC-12, SC-17, SC-28, RA-2","3.1, 3.2, 3.3, 3.4, 3.5, 3.6, 3.7, 4.1, A3.2",DSP-01,,,
SEC-GOV-0004,Governance and strategy,GOV,Define and implement network security strategy,"Establish a cloud network security strategy as part of your organization’s overall security strategy for access control. This strategy should include documented guidance, policy, and standards for the following elements:

Design a centralized/decentralized network management and security responsibility model to deploy and maintain network resources.
A virtual network segmentation model aligned with the enterprise segmentation strategy.
An Internet edge and ingress and egress strategy.
A hybrid cloud and on-premises interconnectivity strategy.
A network monitoring and logging strategy.
Up-to-date network security artifacts (such as network diagrams, reference network architecture).","1. Is segmentation and perimeter control enforced with NSGs, Firewalls, and Private Link?
2. Is DDoS Protection enabled for critical public endpoints?
3. Are flow logs from NSGs and Firewalls ingested into Log Analytics or Sentinel?","1. NSG/Firewall rules export ( az network nsg rule list, az network firewall network-rule
list ).
2. DDoS Protection Plan config ( az network ddos-protection show ).
3. Network Watcher Flow Log status ( az network watcher flow-log show ).","NSG/Firewall rules export ( az network nsg rule list, az network firewall network-rule | list ) | DDoS Protection Plan config ( az network ddos-protection show ) | Network Watcher Flow Log status ( az network watcher flow-log show )",Complete,,,100,0.85,"Observations: Using UDRs, NSGs, ASGs, Palo Alto Network Firewall, SIEM (google SecOps), child Hubs, Parent Hubs, VNET level isolation for each App, azure Network watcher and Palo Alto NGFW.","Excel=CSF-AZ-GS-04 | MCSB=GS-4 | DocID=GS-4 | CIS=12.2, 12.4 | NIST=AC-4, AC-17, CA-3, CM-1, CM-2, CM-6, CM-7, SC-1, SC-2, SC-5, SC-7, SC-20, SC-21, SI-4","CIS:12.2, 12.4; NIST:AC-4, AC-17, CA-3, CM-1, CM-2, CM-6, CM-7, SC-1, SC-2, SC-5, SC-7, SC-20, SC-21, SI-4; PCI:1.1, 1.2, 1.3, 1.5, 4.1, 6.6, 11.4, A2.1, A2.2, A2.3, A3.2; CSA:IVS-06; DocStatus:Compliant",2025-11-11T17:51:32.035526+00:00,GS-4,Compliant,High,"Using UDRs, NSGs, ASGs, Palo Alto Network Firewall, SIEM (google SecOps), child Hubs, Parent Hubs, VNET level isolation for each App, azure Network watcher and Palo Alto NGFW.",,,3,,,,CSF-AZ-GS-04,GS-4,"12.2, 12.4","AC-4, AC-17, CA-3, CM-1, CM-2, CM-6, CM-7, SC-1, SC-2, SC-5, SC-7, SC-20, SC-21, SI-4","1.1, 1.2, 1.3, 1.5, 4.1, 6.6, 11.4, A2.1, A2.2, A2.3, A3.2",IVS-06,,,
SEC-GOV-0005,Governance and strategy,GOV,Define and implement security posture management strategy,"Establish a policy, procedure and standard to ensure the security configuration management and vulnerability management are in place in your cloud security mandate.

The security configuration management in cloud should include the following areas:

Define the secure configuration baselines for different resource types in the cloud, such as the web portal/console, management and control plane, and resources running in the IaaS, PaaS and SaaS services.
Ensure the security baselines address the risks in different control areas such as network security, identity management, privileged access, data protection and so on.
Use tools to continuously measure, audit, and enforce the configuration to prevent configuration deviating from the baseline.
Develop a cadence to stay updated with security features, for instance, subscribe to the service updates.
Utilize a security health or compliance check mechanism (such as Secure Score, Compliance Dashboard in Microsoft Defender for Cloud) to regularly review security configuration posture and remediate the gaps identified.
The vulnerability management in the cloud should include the following security aspects:

Regularly assess and remediate vulnerabilities in all cloud resource types, such as cloud native services, operating systems, and application components.
Use a risk-based approach to prioritize assessment and remediation.
Subscribe to the relevant CSPM's security advisory notices and blogs to receive the latest security updates.
Ensure the vulnerability assessment and remediation (such as schedule, scope, and techniques) meet the compliance requirements for your organization.dule, scope, and techniques) meet the regularly compliance requirements for your organization.","1. Is Defender for Cloud enabled at subscription/tenant level?
2. Is Secure Score monitored with remediation actions tracked?","1. Secure Score export ( az security secure-score-control list ).
2. Regulatory compliance report ( az security regulatory-compliance-standards show).",Secure Score export ( az security secure-score-control list ) | Regulatory compliance report ( az security regulatory-compliance-standards show),Complete,,,100,0.85,Observations: Combination WIZ and Microsoft defender for cloud is in use,"Excel=CSF-AZ-GS-05 | MCSB=GS-5 | DocID=GS-5 | CIS=4.1, 4.2 | NIST=CA-1, CA-8, CM-1, CM-2, CM-6, RA-1, RA-3, RA-5, SI-1, SI-2, SI-5","CIS:4.1, 4.2; NIST:CA-1, CA-8, CM-1, CM-2, CM-6, RA-1, RA-3, RA-5, SI-1, SI-2, SI-5; PCI:1.1, 1.2, 2.2, 6.1, 6.2, 6.5, 6.6, 11.2, 11.3, 11.5; CSA:TVM-03; DocStatus:Compliant",2025-11-11T17:51:32.035526+00:00,GS-5,Compliant,High,Combination WIZ and Microsoft defender for cloud is in use,,,2,,,,CSF-AZ-GS-05,GS-5,"4.1, 4.2","CA-1, CA-8, CM-1, CM-2, CM-6, RA-1, RA-3, RA-5, SI-1, SI-2, SI-5","1.1, 1.2, 2.2, 6.1, 6.2, 6.5, 6.6, 11.2, 11.3, 11.5",TVM-03,,,
SEC-GOV-0006,Governance and strategy,GOV,Define and implement identity and privileged access strategy,"Establish a cloud identity and privileged access approach as part of your organization’s overall security access control strategy. This strategy should include documented guidance, policy, and standards for the following aspects:

Centralized identity and authentication system (such as Azure AD) and its interconnectivity with other internal and external identity systems
Privileged identity and access governance (such as access request, review and approval)
Privileged accounts in emergency (break-glass) situation
Strong authentication (passwordless authentication and multifactor authentication) methods in different use cases and conditions.
Secure access by administrative operations through web portal/console, command-line and API.
For exception cases, where an enterprise system isn’t used, ensure adequate security controls are in place for identity, authentication and access management, and governed. These exceptions should be approved and periodically reviewed by the enterprise team. These exceptions are typically in cases such as:

Use of a non-enterprise designated identity and authentication system, such as cloud-based third-party systems (may introduce unknown risks)
Privileged users authenticated locally and/or use non-strong authentication methods","1. Is Azure AD the central identity provider for all resources?
2. Is Privileged Identity Management (PIM) enabled for JIT elevation?
3. Is MFA enforced for privileged roles?","1. Directory role assignment export ( az role assignment list -- all ).
2. PIM activation logs ( Get-AzureADMSPrivilegedRoleAssignment ).
3. Conditional Access policy export ( az ad conditionalaccess policy list ).",Directory role assignment export ( az role assignment list -- all ) | PIM activation logs ( Get-AzureADMSPrivilegedRoleAssignment ) | Conditional Access policy export ( az ad conditionalaccess policy list ),Complete,,,100,0.85,"Observations: CyberArk and Entra ID is configured.
 
IAM policies are defined as given reference.","Excel=CSF-AZ-GS-06 | MCSB=GS-6 | DocID=GS-6 | CIS=5.6, 6.5, 6.7 | NIST=AC-1, AC-2, AC-3, AC-4, AC-5, AC-6, IA-1, IA-2, IA-4, IA-5, IA-8, IA-9, SI-4","CIS:5.6, 6.5, 6.7; NIST:AC-1, AC-2, AC-3, AC-4, AC-5, AC-6, IA-1, IA-2, IA-4, IA-5, IA-8, IA-9, SI-4; PCI:7.1, 7.2, 7.3, 8.1, 8.2, 8.3, 8.4, 8.5, 8.6, 8.7, 8.8, A3.4; CSA:IAM-01; DocStatus:Compliant",2025-11-11T17:51:32.035526+00:00,GS-6,Compliant,High,"CyberArk and Entra ID is configured.
 
IAM policies are defined as given reference.",,Meeting Notes and Internal Knowledge Base,3,,,,CSF-AZ-GS-06,GS-6,"5.6, 6.5, 6.7","AC-1, AC-2, AC-3, AC-4, AC-5, AC-6, IA-1, IA-2, IA-4, IA-5, IA-8, IA-9, SI-4","7.1, 7.2, 7.3, 8.1, 8.2, 8.3, 8.4, 8.5, 8.6, 8.7, 8.8, A3.4",IAM-01,,,
